AWS_DIRECTORY,DIRECTORY,TYPE,SOURCE_FILE,JSON_FILENAME,CONTENTS_DESCRIPTION_ESTIMATE,FIELDS_CSV
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/res/,res,Residential,EXP_SITEIMP.CSV,EXP_SITEIMP_RES.json,Site Improvements details by parcel_id,"parcel_id,siteimpid,type,quantity,quality,rate,total,add_si,si_name,cu_enroll,cu_value"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/res/,res,Residential,EXP_TRANHIST.CSV,EXP_TRANHIST_RES.json,Property transfer history by parcel_id,"parcel_id,tran_id,sale_date,sale_price,grantor,grantee,validity,book,page"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/res/,res,Residential,EXP_UTILS.CSV,EXP_UTILS_RES.json,Utilities details; mostly emtpty,"user_name,note"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_ADDITION.CSV,EXP_ADDITION_COMM.json,Addition details by parcel_id,"parcel_id,section_id,add_id,add_rpt_hd,add_units,add_cost,add_depr,add_lmult,add_bas_dt,desc"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_BSMTCOMP.CSV,EXP_BSMTCOMP_COMM.json,Basement details by parcel_id; includes basement unit count,"parcel_id,section_id,bcm_id,bcm_code,bcm_perc,bcm_units,bcm_rank,bcm_ot_uom,bcm_ot_unt,bcm_depr"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_BSMTOCCU.CSV,EXP_BSMTOCCU_COMM.json,Basement occupancy details by parcel_id,"parcel_id,section_id,boc_id,boc_code,boc_class,boc_btype,boc_area,boc_depth,boc_rank,boc_depr"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_CATEG.CSV,EXP_CATEG_COMM.json,Category dictionary and crosswalk by fac_id,"fac_id,lev_no,lev_name,lin_val"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_COMPCLUD.CSV,EXP_COMPCLUD_COMM.json,Comparables Set Include by parcel_id; mostly empty,"csetno,parcel_id,include"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_COMPFACT.CSV,EXP_COMPFACT_COMM.json,Comparables Weighting and Adjustments by fac_id,"csetno,fac_id,weight,adjustment,printseq,timestamp"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_COMPONNT.CSV,EXP_COMPONNT_COMM.json,Comparables details by parcel_id,"parcel_id,section_id,com_id,com_code,com_perc,com_units,com_rank,com_ot_uom,com_ot_unt,com_depr"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_COMPSET.CSV,EXP_COMPSET_COMM.json,Comparables Set Parameters,"csetno,cdesc,usesoldx,subjiscomp,indic2nd5c,nocomprep,location,sale_price,assessvalu,estmktvalu,adjsp1stc,madjsalep,meanwght,powerofdif,nooptimize,timestamp,identfy2,subjdesc"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_COSTABLS.CSV,EXP_COSTABLS_COMM.json,Cost Tables,"tablenum,pagenum,rownum,label,col01,col02,col03,col04,col05,col06,col07,col08,col09,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,timestamp"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_COSTEQU.CSV,EXP_COSTEQU_COMM.json,Cost Equations,"nline,order,cname,cresult,cequat,llookup,lchild,childgrp,lprint,childtab,group,ctable,cpage,crow,ccol,tr,cformat,cerrhand,lround,nrndamt,lrenum,templine,temporder,nprint"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_COSTFACT.CSV,EXP_COSTFACT_COMM.json,Cost Factors,"ctype,cfromtab,cfromfld,ctotab,ctofld,csetno,timestamp"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_COSTSET.CSV,EXP_COSTSET_COMM.json,Cost Engine Setup,"csetno,cdesc,skpprt,sale_price,assessvalu,estmktvalu,adjsp1stc,madjsalep,meanwght,powerofdif,nooptimize,timestamp"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_CT_LIST.CSV,EXP_CT_LIST_COMM.json,Cost Adjustments List,"tabnum,tabdesc,pagdesc,rowdesc,coldesc,pagefactor,colfactor,rowfactor,tablfactor"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_DATADICT.CSV,EXP_DATADICT_COMM.json,Data Dictionary With Table Listing,"selected,fac_id,clabel,field_name,field_type,field_len,field_dec,categ,max_value,min_value,table_id,cframe_nam,cpageid,lallow_del,ctext,cfacorder,spinerid,browfield,broworder,calc_field,head_width,head_widt2,rpt_sel,head_widt3,resrvd,apex,hh,inet"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_ERRPROC.CSV,EXP_ERRPROC_COMM.json,Error List,",prog,line,rec,fac_id,timestamp"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_EXT_WALL.CSV,EXP_EXT_WALL_COMM.json,Exterior Wall Details By parcel_id and section_id,"parcel_id,section_id,exw_id,exw_code,exw_perc,exw_units,exw_rank,exw_ot_uom,exw_ot_unt,exw_depr"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_FACEQUIV.CSV,EXP_FACEQUIV_COMM.json,Facilities Equivalents List,"fac_var,fac_id,lchild,newtabl"
https://vtopendata-prd.s3.us-east-2.amazonaws.com/_Other/CAMA/sample-microsolve-sburl/comm/,comm,Commercial,EXP_HEATCOOL.CSV,EXP_HEATCOOL_COMM.json,Heating and Cooling Details by parcel_id,"parcel_id,section_id,htc_id,htc_code,htc_perc,htc_units,htc_rank,htc_ot_uom,htc_ot_unt,htc_depr"
,comm,Commercial,EXP_IASETUP.CSV,,Microsolve configuration related,"ia_id,ia_setup,ia_xls"
,comm,Commercial,EXP_IASETUPD.CSV,,Microsolve report configuration related,"ia_id,ia_dfldname,ia_dtblid,ia_dclabel,ia_dsheet,ia_dxlsrow,ia_dxlscol,la_return"
